UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
184153,"Cooper Health System Center for Allied Health Education","1 Cooper Plz","Camden","NJ","08103",34, 2,"John P. Sheridan","President and Chief Executive","8563422000","8569688819","210634462","02248600",1,"www.cooperhealth.org"," "," "," "," ",2,1,2,6,1,1,0,2,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",5,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,1,"Cooper University Hospital","200470",34007,"Camden County",3401,-75.116469,39.941522
184180,"County College of Morris","214 Center Grove Rd","Randolph","NJ","07869-2086",34, 2,"Edward Yaw","President","9733285000","9733285209","221817724","00772900",1,"WWW.CCM.EDU","www.ccm.edu/admissions","www.ccm.edu/admissions/financialAid","www.ccm.edu/admissions/apply","www.ccm.edu/pricecalc/npcalc.htm",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,4,1,-1,2,1,4,40,2,3,35620,1,408,-2,2," ","-2",34027,"Morris County",3411,-74.577509,40.853428
184205,"Cumberland County College","3322 College Drive","Vineland","NJ","08362-1500",34, 2,"Thomas A. Isekenegbe, Ph.D","President","8566918600","8566913876","221779135","00260100",1,"www.cccnj.edu","www.cccnj.edu","www.cccnj.edu","apply.cccnj.edu/datatel.erecruiting.web.external/pages/welcome.aspx","www.cccnj.edu/netPrice/index.html",4,2,1,3,1,2,40,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,2,1,-1,2,1,3,40,2,2,47220,1,428,-2,2," ","-2",34011,"Cumberland County",3402,-75.054685,39.438417
184269,"DeVry University-New Jersey","630 US Hwy One","North Brunswick","NJ","08902-3362",34, 2,"Chris Grevesen","Metro President","7327293960","7327293806","362781982","01072718",1,"www.devry.edu"," "," "," ","www.devry.edu/financial-aid-tuition/financial-aid-calculator.jsp",3,1,3,5,1,2,30,1,2,-2,-2,2,21,1,"C ",482556,2013,"-2",3,1,3,9,-2,"DeVry University-Cherry Hill |DeVry University-North Brunswick |DeVry University-Paramus",-2,23,2,-1,5,2,9,40,2,2,35620,1,408,-2,-2," ","-2",34023,"Middlesex County",3412,-74.438905,40.465924
184278,"Divers Academy International","LAKESIDE BUSINESS PARK, 1500 LIBERTY PLACE","ERIAL","NJ","08081",34, 2,"Tamara M. Brown","President/Director","856404610017","8564046104","222149620","02154000",1,"www.diversacademy.edu","www.diversacademy.edu","www.diversacademy.edu","www.diversacademy.edu","www.diversacademy.edu",9,3,3,1,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"Divers Academy of the Eastern Seaboard, Inc.",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,2," ","-2",34007,"Camden County",3401,-74.998547,39.747821
184320,"Drake College of Business-Elizabeth","125 Broad St","Elizabeth","NJ","07201",34, 2,"Maher Fadel","Campus Director","9083525509","9083526915","061607980","02223900",1,"www.drakecollege.edu"," "," "," ","www.drakecollege.edu",9,3,3,1,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,35620,1,408,-2,1,"Med-Com Career Training Inc.","303080",34039,"Union County",3408,-74.215173,40.665559
184348,"Drew University","36 Madison Ave","Madison","NJ","07940",34, 2,"Vivian Bull","President of the University","9734083000"," ","221487164","00260300",1,"www.drew.edu","www.drew.edu/undergraduate/admissions","www.drew.edu/financialassistance/","www.drew.edu/undergraduate/admissions/applying","npc.collegeboard.org/student/app/drew",2,1,2,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,21,4,18,10,5,11,31,2,2,35620,1,408,-2,2," ","-2",34027,"Morris County",3411,-74.425825,40.757026
184357,"duCret School of Arts","1030 Central Ave","Plainfield","NJ","07060",34, 2,"Frank Falotico","Director","9087577171","9087572626","221890880","02131100",1,"WWW.DUCRET.EDU","74.52.64.142/~ducrete/?page_id=667","74.52.64.142/~ducrete/?p=752","www.ducret.edu/wp-content/uploads/ducret_application.pdf","www.netpricecalc.com/calc/ducret",5,2,2,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"duCret School of Art",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34039,"Union County",3412,-74.417412,40.604953
184427,"Lincoln Technical Institute-South Plainfield","901 Hadley Road","South Plainfield","NJ","07080-2424",34, 2,"James Rasmussen","Executive Director","800305348746707","9087567158","263843953","00793808",1,"www.lincolntech.com","www.lincolnedu.com/campus/south-plainfield-nj","www.lincolnedu.com/campus/south-plainfield-nj","www.lincolnedu.com/campus/south-plainfield-nj","www.lincolntech.com",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,"Lincoln Educational Services","302900",34023,"Middlesex County",3406,-74.419926,40.552068
184481,"Essex County College","303 University Ave","Newark","NJ","07102",34, 2,"Gale E. Gibson","Interim President","9738773000"," ","221821292","00710700",1,"www.essex.edu","www.essex.edu/admissions/","www.essex.edu/finaid/","www.essex.edu/admissions/applyonline.html","www.essex.edu/finaid/npcalc/npcalc.htm",4,2,1,3,1,2,40,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,7,1,-1,2,1,4,40,2,4,35620,1,408,-2,2," ","-2",34013,"Essex County",3410,-74.178234,40.738444
184506,"Empire Beauty School-Union","1126 Morris Ave","Union","NJ","07083",34, 2,"Michael Bouman","President/COO","8009204593","9086870947","208939053","00945919",1,"www.empire.edu","https://www.empire.edu","https://www.empire.edu"," ","www.empire.edu/net-price-calculator",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,"EEG Inc.","301640",34039,"Union County",3410,-74.239193,40.684842
184603,"Fairleigh Dickinson University-Metropolitan Campus","1000 River Rd","Teaneck","NJ","07666",34, 2,"Sheldon Drucker","President","2016922000"," ","221494434","00260700",1,"www.fdu.edu"," "," "," ","www.fdu.edu",2,1,2,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"FDU",2,18,7,18,6,5,12,21,2,3,35620,1,408,-2,2," ","-2",34003,"Bergen County",3405,-74.030023,40.896162
184612,"Felician College","262 S Main St","Lodi","NJ","07644",34, 2,"Dr. Anne Prisco","President","2015596000","2015596138","221912028","00261000",1,"www.felician.edu","www.felician.edu/prospective-students","www.felician.edu/financialaid","https://apply.felician.edu/apply/secure/adm_login.asp","www.felician.edu/undergraduate-studies/undergraduate-admissions/undergraduate-costs-tuition/undergraduate-net-price-calculator",2,1,2,9,1,1,13,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,20,13,7,6,3,10,32,2,2,35620,1,408,-2,2," ","-2",34003,"Bergen County",3405,-74.096452,40.867272
184694,"Fairleigh Dickinson University-College at Florham","285 Madison Ave","Madison","NJ","07940",34, 2,"Sheldon Drucker","President","9734438500"," ","221494434","00260701",1,"www.fdu.edu"," "," "," ","www.fdu.edu/admissions/netpricecalculator.html",2,1,2,9,1,1,13,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"FDU",2,18,7,4,10,4,11,-3,2,2,35620,1,408,-2,2," ","-2",34027,"Morris County",3411,-74.435359,40.777364
184746,"Hohokus School of Trade and Technical Sciences","634 Market Street","Paterson","NJ","07513",34, 2,"Thomas M. Eastwick","President","9737420009","9737425584","202267094","00849400",1,"www.eastwickcolleges.com"," "," "," ","test.eastwickcolleges.com/PatersonSite/Net_Price/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34031,"Passaic County",3409,-74.152581,40.909377
184773,"Georgian Court University","900 Lakewood Ave","Lakewood","NJ","08701-2697",34, 2,"Rosemary Jeffries, RSM, Ph.D.","President","7329872200"," ","210634981","00260800",1,"www.georgian.edu","www.georgian.edu/admissions/index.htm","www.georgian.edu/fa/index.htm","www.georgian.edu/admissions/index.htm","www.georgian.edu/admissions/fa/cost-calculator.htm",2,1,2,8,1,1,20,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,6,11,5,10,21,2,2,35620,1,408,-2,2," ","-2",34029,"Ocean County",3404,-74.226220,40.098706
184782,"Rowan University","201 Mullica Hill Road","Glassboro","NJ","08028",34, 2,"Houshmand, Ali Asghar","President","8562564000","8562564472","222764819","00260900",1,"www.rowan.edu","www.rowan.edu/provost/academic_affairs/admissions/index.cfm","www.rowan.edu/provost/academic_affairs/admissions/financialaid/index.cfm","www.rowan.edu/provost/academic_affairs/admissions/applications/index.cfm","www.rowan.edu/provost/academic_affairs/admissions/applications/index.cfm",1,1,1,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"Rowan College of New Jersey  |Glassboro State College",2,18,13,12,11,3,13,21,2,4,37980,1,428,-2,2," ","-2",34015,"Gloucester County",3401,-75.117974,39.709768
184791,"Gloucester County College","1400 Tanyard Road","Sewell","NJ","08080",34, 2,"Fred Keating","President","8564685000","8564681983","226088440","00690100",1,"www.gccnj.edu","www.gccnj.edu/admissions/index.cfm","www.gccnj.edu/student_services/financial_aid/index.cfm","www.gccnj.edu/admissions/apply_now.cfm","www.gccnj.edu/financialaid/Receiving/netpricecalculator.cfm",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,4,1,-1,2,1,3,40,2,3,37980,1,428,-2,2," ","-2",34015,"Gloucester County",3401,-75.121730,39.782484
184816,"Empire Beauty School-Cherry Hill","2100 State Highway #38 Plaza Cherry Hill","Cherry Hill","NJ","08002",34, 2,"Michael Bouman","President","8009204593","5704294256","208939053","00757309",1,"www.empire.edu","www.empire.edu","www.empire.edu"," ","www.empire.edu/net-price-calculator",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,1,"EEG Inc.","301640",34007,"Camden County",3401,-75.020767,39.941907
184870,"Harris School of Business-Cherry Hill Campus","One Cherry Hill, One Mall Drive Ste.700","Cherry Hill","NJ","08002",34, 2,"April Lupinacci","Director","8566625300","8566637849","232690262","02104000",1,"www.harrisschool.edu"," "," "," ","schooliya.com/PEG/cherryhill/netpricecalc.html",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,1,"Premier Education Group LP","303770",34007,"Camden County",3401,-75.025191,39.942536
184959,"Eastwick College-Ramsey","10 South Franklin Turnpike","Ramsey","NJ","07446-2551",34, 2,"Thomas Eastwick","President","2013278877","2013279054","222620895","02053700",1,"www.eastwickcollege.edu","www.eastwickcollege.edu","www.eastwickcollege.edu","www.eastwickcollege.edu","www.eastwickcollege.edu/Net_Price.php",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,0,-1,3,3,2,-3,2,2,35620,1,408,-2,2," ","-2",34003,"Bergen County",3405,-74.131486,41.057866
184968,"Holy Name Medical Center School of Nursing","690 Teaneck Rd","Teaneck","NJ","07666-4246",34, 2,"Barbara Blackwell, EdD, RN-BC","Director","20183333743374","2018337209","221487322","00641700",1,"www.schoolofnursing.info","www.schoolofnursing.info"," "," ","www.schoolofnursing.info",5,2,2,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,"Holy Name Hospital","200670",34003,"Bergen County",3405,-74.011166,40.882403
184995,"Hudson County Community College","70 Sip Avenue","Jersey City","NJ","07306",34, 2,"Glen Gabert, Ph.D.","President","2017147100","2016561799","222045990","01295400",1,"www.hccc.edu","www.hccc.edu/applying/","www.hccc.edu/financialaid/","mystart.hccc.edu/Datatel.ERecruiting.Web.External/Pages/Welcome.aspx","www.hccc.edu/Net_Price_Calculator/",4,2,1,3,1,2,40,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"HCCC",4,6,1,-1,3,1,4,40,2,3,35620,1,408,-2,2," ","-2",34017,"Hudson County",3410,-74.062861,40.730559
185129,"New Jersey City University","2039 Kennedy Blvd","Jersey City","NJ","07305",34, 2,"SUE HENDERSON","President","2012002000","2012002044","222830882","00261300",1,"www.njcu.edu","www.njcu.edu/i2e/home/index.asp","www.njcu.edu/Financing_Your_Education.aspx","www.njcu.edu/i2e/app/login.asp","www.njcu.edu/dept/ir/npcalc.htm",1,1,1,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,6,6,4,12,21,2,3,35620,1,408,-2,2," ","-2",34017,"Hudson County",3410,-74.087270,40.709937
185174,"Joe Kubert School of Cartoon and Graphic Art","37 Myrtle Ave","Dover","NJ","07801",34, 2,"Adam Kubert","President","9733611327","9733611844","222115390","02146800",1,"kubertschool.edu","kubertschool.edu/admissions.html","kubertschool.edu/admissions/financial-aid.html","kubertschool.edu/application.html","kubertschool.edu/netpricecalc/npcalc.htm",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34027,"Morris County",3407,-74.552551,40.887386
185262,"Kean University","1000 Morris Avenue","Union","NJ","07083",34, 2,"Dawood Farahi","President","9087375326","9087374636","222960726","00262200",1,"www.kean.edu","admissions.kean.edu","www.kean.edu/KU/Financial-Aid","apply.kean.edu","www.kean.edu/NetPriceCalculator/npcalc.html",1,1,1,9,1,1,12,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"Kean",2,18,13,4,6,4,15,21,2,4,35620,1,408,-2,2," ","-2",34039,"Union County",3410,-74.234668,40.679429
185332,"Harris School of Business-Voorhees Campus","401 White Horse Rd.","Voorhees","NJ","08043",34, 2,"Dawn Reese","Campus Director","8563093701","8563093709","232690262","02586900",1,"www.harrisschool.edu"," "," "," ","schooliya.com/PEG/voorhees/netpricecalc.html",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,1,"Premier Education Group LP","303770",34007,"Camden County",3401,-74.990331,39.843450
185396,"Lincoln Technical Institute-Union","2299 Vauxhall Rd","Union","NJ","07083",34, 2,"Kevin Kirkley","Executive Director","9089647800","9089643035","222074593","00793811",1,"WWW.LINCOLNedu.COM","www.lincolnedu.com/campus/union-nj","www.lincolnedu.com/campus/union-nj","www.lincolnedu.com/campus/union-nj","www.lincolnedu.com/net-price-calculator",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,35620,1,408,-2,1,"Lincoln Educational Services","302900",34039,"Union County",3410,-74.274929,40.706359
185466,"Rizzieri Aveda School for Beauty and Wellness","8200 Town Center Blvd","Voorhees","NJ","08043-1800",34, 2,"Katie Capone","Director of Recruiting and Financial Aid","8569888600","8569831680","221758973","01090300",1,"www.rizzierischools.com"," "," "," ","www.rizzierischools.com/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,2," ","-2",34007,"Camden County",3401,-75.002279,39.849316
185509,"Mercer County Community College","1200 Old Trenton Rd","West Windsor","NJ","08550-3407",34, 2,"Dr. Patricia Donohue","President","6095864800"," ","221804242","00474000",1,"www.mccc.edu","www.mccc.edu/admissions.shtml","www.mccc.edu/admissions_financial.shtml","www.mccc.edu/admissions_application.shtml","www.mccc.edu/admissions_financial_calculator.shtml",4,2,1,3,1,2,40,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,3,1,-1,2,1,4,40,2,3,45940,1,408,-2,2," ","-2",34021,"Mercer County",3412,-74.650719,40.254398
185536,"Middlesex County College","2600 Woodbridge Avenue","Edison","NJ","08818-3050",34, 2,"Dr. Joann La Perla-Morales","President","7325486000"," ","221769370","00261500",1,"www.middlesexcc.edu","www2.middlesexcc.edu/admissions.html","www2.middlesexcc.edu/financial-aid.html","https://wwws.middlesexcc.edu/admissions/login.cfm?refer=application&CFID=277737&CFTOKEN=39710435","www2.middlesexcc.edu/net-price-calculator.html",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,4,1,-1,2,1,4,40,2,4,35620,1,408,-2,2," ","-2",34023,"Middlesex County",3406,-74.365723,40.506117
185572,"Monmouth University","400 Cedar Ave","West Long Branch","NJ","07764-1898",34, 2,"Paul R. Brown","Dr.","7325713400"," ","210634584","00261600",1,"www.monmouth.edu","www.monmouth.edu/university/admission.aspx","www.monmouth.edu/university/cost-and-financial-aid.aspx","https://www.applyweb.com/apply/monmouth/","monmouth.studentaidcalculator.com/survey.aspx",2,1,2,9,1,1,13,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,8,11,4,13,21,2,3,35620,1,408,-2,2," ","-2",34025,"Monmouth County",3406,-74.006447,40.280066
185590,"Montclair State University","1 Normal Avenue - 855 Valley Road","Montclair","NJ","07043-1624",34, 2,"Dr. Susan A. Cole","University President","9736554000"," ","222912682","00261700",1,"www.montclair.edu","www.montclair.edu/university-admissions/","www.montclair.edu/financial-aid/","www.montclair.edu/admissions/apply","www.collegeportraits.org/NJ/MSU/estimator/agree",1,1,1,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,18,11,4,16,21,2,4,35620,1,408,-2,2," ","-2",34013,"Essex County",3411,-74.199455,40.859233
185624,"Mountainside School of Nursing","1 Bay Ave","Montclair","NJ","07042-4837",34, 2,"Ngozi O. Nkongho","Director","9734296060","9734296068","208489105","00642000",1,"www.mhson.com"," "," "," ","www.mhson.com",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34013,"Essex County",3410,-74.208665,40.809355
185651,"Muhlenberg Harold B and Dorothy A Snyder Schools-School of Imaging","Park Ave & Randolph Rd","Plainfield","NJ","07061",34, 2,"Patricia Rackovan, RN, BSN, BA, MBNE","Chief Nurse Executive and Senior Vice President","9086682400","9082264640","221487258","00642101",5,"www.jfkmuhlenbergschools.org"," "," "," ","www.jfkmuhlenbergschools.org",5,2,2,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,2,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,"JFK Health System","200760",34039,"Union County",3412,-74.404740,40.607140
185679,"Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing","Park Ave and Randolph Rd","Plainfield","NJ","07061",34, 2,"Patricia Rackovan, RN, BSN, BA, MBNE","Chief Nurse Executive and Senior Vice President","9086682400","9082264640","221487258","00642100",1,"www.jfkmuhlenbergschools.org"," "," "," ","www.jfkmuhlenbergschools.org",5,2,2,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,"JFK Health System","200760",34039,"Union County",3412,-74.404881,40.607120
185721,"Hohokus School-RETS Nutley","103 Park Ave","Nutley","NJ","07110",34, 2,"Thomas Eastwick","President","9736610600","9736612954","223378926","02092300",1,"www.hohokusrets.com"," "," "," ","www.hohokusrets.edu/netpricecalculator/npcalc.htm",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"RETS|Retts|Rets Institute|NEC|NEC Rets Campus|Rets Campus|Rets Electronics School|Eastwick Colleges|Eastwick Schools|Hohokus School|HoHoKus RETS|R.E.T.S.|National Education Center",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34013,"Essex County",3411,-74.144192,40.810742
185730,"Empire Beauty School-Jersey City","2800 John F. Kennedy Blvd","Jersey City","NJ","07306",34, 2,"Michael Bouman","President/COO","8009204593","5704294256","208939053","00757302",1,"www.empire.edu","www.empire.edu","www.empire.edu"," ","www.empire.edu/net-price-calculator",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,"EEG Inc.","301640",34017,"Hudson County",3410,-74.067359,40.731475
185758,"New Brunswick Theological Seminary","17 Seminary Place","New Brunswick","NJ","08901-1107",34, 2,"Gregg A. Mast","President","7322475241","7322495412","221994554","00261900",1,"www.nbts.edu","www.nbts.edu/newsite/admissions.cfm"," "," "," ",2,1,2,9,2,1,12,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",1,24,-2,-2,-2,7,-2,51,2,1,35620,1,408,-2,2," ","-2",34023,"Middlesex County",3406,-74.460811,40.501935
185767,"Robert Fiance Beauty Schools-West New York","5518 Bergenline Ave","West New York","NJ","07093-4623",34, 2,"Linda Karas","Director of Operations","732442600711","7323247715","222321322","02223700",1,"www.robertfiance.com","www.robertfiance.com","www.robertfiance.com","www.robertfiance.com","www.robertfiance.com",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34017,"Hudson County",3408,-74.018022,40.785900
185828,"New Jersey Institute of Technology","University Heights","Newark","NJ","07102",34, 2,"Joel S. Bloom","President","9735963000","9735963461","226000910","00262100",1,"www.njit.edu/","www.njit.edu/admissions/index.php","www.njit.edu/financialaid/","www.njit.edu/admissions/apply-online.php","www.njit.edu/admissions/njheoa/",1,1,1,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"NJIT",2,16,14,17,13,5,13,16,2,4,35620,1,408,-2,2," ","-2",34013,"Essex County",3410,-74.177113,40.741997
185873,"Ocean County College","College Drive","Toms River","NJ","08754-2001",34, 2,"Dr. Jon H. Larson","President","73225504002804","7322550444","221757756","00262400",1,"www.ocean.edu/","www.ocean.edu/admissions/index.htm","www.ocean.edu/admissions/financial_aid/index.htm","https://apply.ocean.edu/","www.ocean.edu/admissions/financial_aid/Your_Financial_Need.htm",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"OCC",4,4,1,-1,2,1,4,40,2,3,35620,1,408,-2,2," ","-2",34029,"Ocean County",3403,-74.166842,40.007809
185916,"Omega Institute","7050 Route 38 East","Pennsauken","NJ","08109-4417",34, 2,"Raymond J Papin","School Director","8566634299","8566619585","222290925","02219600",1,"www.omegainstitute.edu","www.omegainstitute.edu/admissions/","www.omegainstitute.edu/financial-aid/","www.omegainstitute.edu/apply-online/","www.omegainstitute.edu/netPriceCalc/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,2," ","-2",34007,"Camden County",3401,-75.069933,39.933955
185970,"P B Cosmetology Education Center","110 Monmouth St","Gloucester","NJ","08030",34, 2,"Colleen M Hogan","Director","8564564927","8564567186","222825972","01062900",1,"www.pbbeautyschool.com","pbbeautyschool.com/admissions","pbbeautyschool.com/financial-aid","application.pbbeautyschool.com/","fa.pbbeautyschool.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,2," ","-2",34007,"Camden County",3401,-75.126308,39.898805
186016,"Parisian Beauty School","362 State St","Hackensack","NJ","07601-5509",34, 2,"Harry Comp Jr.","President","2014872203110","2014874079","223529868","00759300",1,"www.parisianbeautyacademy.com","www.parisianbeautyacademy.com/programs","www.parisianbeautyacademy.com/programs/Financial-Options","www.parisianbeautyacademy.com/getting-started","www.parisianbeautyacademy.com/programs/Tuition-Calculator",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"Parisian Beauty Academy",6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,2," ","-2",34003,"Bergen County",3405,-74.041359,40.889489
186034,"Passaic County Community College","One College Blvd","Paterson","NJ","07505-1179",34, 2,"Steven M. Rose, Ed.D.","President","9736846800","9736841925","221907901","00999400",1,"www.pccc.edu","www.pccc.edu/prospective/getting-started--admissions","www.pccc.edu/prospective/paying-for-college/financial-aid","www.pccc.edu/online_learning/online-registration-request-form4/online-registration-request-form-fall-2010","www.pccc.edu/prospective/paying-for-college/financial-aid",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"PCCC",4,4,1,-1,1,1,3,40,2,3,35620,1,408,-2,2," ","-2",34031,"Passaic County",3409,-74.168778,40.918449
186052,"Pennco Tech-Blackwood","99 Erial Road","Blackwood","NJ","08012",34, 2,"Gordon Ernst","School Director","8562320310","8562322032","231891908","02131600",1,"www.penncotech.edu","www.penncotech.edu"," "," ","www.penncotech.edu",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,1,37980,1,428,-2,1,"Pennco Institutes Inc.","303650",34007,"Camden County",3401,-75.061659,39.807941
186122,"Princeton Theological Seminary","64 Mercer St","Princeton","NJ","08542-0803",34, 2,"M. Craig Barnes","President","6099218300","6099242973","210635010","00262600",1,"www.ptsem.edu","www.ptsem.edu/Student_Life/Admissions_and_Financial_Aid/Admissions/","www.ptsem.edu/finaid/","https://tns-apps.ptsem.edu/onlineapplication_masters/login.aspx","tns-apps.ptsem.edu/costcalculator/default.aspx",2,1,2,9,2,1,12,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"Princeton Seminary, PTS",1,24,-2,-2,-2,7,-2,51,2,1,45940,1,408,-2,2," ","-2",34021,"Mercer County",3412,-74.665321,40.345700
